timestamp,stock_id,deal_volume,deal_amount,open_price,high_price,low_price,close_price,price_diff,trade_count,estimated_day_volume,pct_of_yesterday_avg,total_in_volume,total_out_volume,buy_prices,buy_volumes,sell_prices,sell_volumes,byIndexFlag,extra_data
20260515 10:50:56,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[77, 303, 538, 336, 622]","[22850000, 22900000, 22950000, 23000000, 23050000]","[153, 330, 380, 758, 293]",50,{}
20260515 10:51:01,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[78, 302, 538, 336, 622]","[22850000, 22900000, 22950000, 23000000, 23050000]","[153, 330, 411, 758, 293]",50,{}
20260515 10:51:06,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[133, 299, 537, 336, 642]","[22850000, 22900000, 22950000, 23000000, 23050000]","[153, 279, 374, 760, 296]",50,{}
20260515 10:51:11,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[142, 300, 547, 336, 642]","[22850000, 22900000, 22950000, 23000000, 23050000]","[153, 279, 375, 760, 296]",50,{}
20260515 10:51:16,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[141, 300, 546, 336, 642]","[22850000, 22900000, 22950000, 23000000, 23050000]","[149, 279, 377, 760, 295]",50,{}
20260515 10:51:21,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[133, 300, 546, 336, 642]","[22850000, 22900000, 22950000, 23000000, 23050000]","[148, 280, 377, 760, 295]",50,{}
20260515 10:51:26,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[134, 298, 545, 336, 643]","[22850000, 22900000, 22950000, 23000000, 23050000]","[149, 281, 377, 759, 295]",50,{}
20260515 10:51:31,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[140, 297, 545, 336, 643]","[22850000, 22900000, 22950000, 23000000, 23050000]","[147, 283, 378, 759, 295]",50,{}
20260515 10:51:36,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[139, 305, 546, 336, 643]","[22850000, 22900000, 22950000, 23000000, 23050000]","[147, 274, 378, 759, 295]",50,{}
20260515 10:51:41,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[140, 313, 556, 336, 643]","[22850000, 22900000, 22950000, 23000000, 23050000]","[146, 274, 377, 760, 295]",50,{}
20260515 10:51:46,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[140, 321, 558, 335, 643]","[22850000, 22900000, 22950000, 23000000, 23050000]","[146, 280, 378, 759, 295]",50,{}
20260515 10:51:51,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[140, 339, 558, 335, 643]","[22850000, 22900000, 22950000, 23000000, 23050000]","[145, 273, 379, 759, 295]",50,{}
20260515 10:51:56,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[139, 346, 558, 334, 643]","[22850000, 22900000, 22950000, 23000000, 23050000]","[144, 272, 378, 759, 295]",50,{}
20260515 10:52:01,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[138, 345, 558, 333, 643]","[22850000, 22900000, 22950000, 23000000, 23050000]","[144, 272, 378, 760, 295]",50,{}
20260515 10:52:06,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[142, 342, 558, 333, 643]","[22850000, 22900000, 22950000, 23000000, 23050000]","[144, 272, 378, 760, 295]",50,{}
20260515 10:52:11,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[142, 341, 563, 333, 643]","[22850000, 22900000, 22950000, 23000000, 23050000]","[144, 273, 379, 760, 295]",50,{}
20260515 10:52:16,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[142, 341, 563, 333, 644]","[22850000, 22900000, 22950000, 23000000, 23050000]","[144, 274, 379, 760, 295]",50,{}
20260515 10:52:21,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[142, 341, 563, 333, 643]","[22850000, 22900000, 22950000, 23000000, 23050000]","[144, 275, 379, 760, 295]",50,{}
20260515 10:52:26,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[143, 345, 564, 333, 643]","[22850000, 22900000, 22950000, 23000000, 23050000]","[145, 275, 379, 760, 295]",50,{}
20260515 10:52:31,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[143, 346, 567, 333, 643]","[22850000, 22900000, 22950000, 23000000, 23050000]","[145, 274, 379, 760, 295]",50,{}
20260515 10:52:36,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[143, 347, 567, 333, 643]","[22850000, 22900000, 22950000, 23000000, 23050000]","[143, 274, 379, 760, 295]",50,{}
20260515 10:52:41,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[143, 347, 570, 336, 643]","[22850000, 22900000, 22950000, 23000000, 23050000]","[144, 273, 379, 760, 295]",50,{}
20260515 10:52:47,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[143, 347, 571, 336, 643]","[22850000, 22900000, 22950000, 23000000, 23050000]","[146, 280, 379, 760, 295]",50,{}
20260515 10:52:52,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[145, 347, 571, 336, 643]","[22850000, 22900000, 22950000, 23000000, 23050000]","[145, 273, 378, 761, 295]",50,{}
20260515 10:52:57,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[145, 346, 571, 336, 643]","[22850000, 22900000, 22950000, 23000000, 23050000]","[144, 274, 378, 761, 294]",50,{}
20260515 10:53:02,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[146, 351, 572, 336, 648]","[22850000, 22900000, 22950000, 23000000, 23050000]","[147, 282, 377, 761, 287]",50,{}
20260515 10:53:07,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[144, 351, 572, 336, 648]","[22850000, 22900000, 22950000, 23000000, 23050000]","[151, 281, 378, 761, 287]",50,{}
20260515 10:53:12,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[143, 351, 573, 336, 648]","[22850000, 22900000, 22950000, 23000000, 23050000]","[151, 289, 376, 760, 287]",50,{}
20260515 10:53:17,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[146, 351, 583, 336, 648]","[22850000, 22900000, 22950000, 23000000, 23050000]","[154, 289, 376, 761, 287]",50,{}
20260515 10:53:22,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[147, 351, 584, 336, 648]","[22850000, 22900000, 22950000, 23000000, 23050000]","[148, 283, 377, 761, 287]",50,{}
20260515 10:53:27,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[146, 352, 583, 336, 648]","[22850000, 22900000, 22950000, 23000000, 23050000]","[150, 284, 376, 760, 287]",50,{}
20260515 10:53:32,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[137, 352, 583, 336, 648]","[22850000, 22900000, 22950000, 23000000, 23050000]","[156, 291, 376, 760, 287]",50,{}
20260515 10:53:37,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[138, 352, 583, 336, 648]","[22850000, 22900000, 22950000, 23000000, 23050000]","[154, 292, 376, 760, 287]",50,{}
20260515 10:53:42,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[136, 351, 582, 336, 648]","[22850000, 22900000, 22950000, 23000000, 23050000]","[153, 291, 376, 760, 287]",50,{}
20260515 10:53:47,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[136, 351, 582, 336, 648]","[22850000, 22900000, 22950000, 23000000, 23050000]","[152, 292, 376, 760, 287]",50,{}
20260515 10:53:52,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[147, 351, 581, 336, 648]","[22850000, 22900000, 22950000, 23000000, 23050000]","[151, 291, 376, 760, 287]",50,{}
20260515 10:53:57,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[137, 351, 581, 336, 648]","[22850000, 22900000, 22950000, 23000000, 23050000]","[150, 291, 375, 760, 287]",50,{}
20260515 10:54:02,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[146, 351, 581, 334, 658]","[22850000, 22900000, 22950000, 23000000, 23050000]","[148, 291, 378, 772, 287]",50,{}
20260515 10:54:07,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[146, 352, 582, 334, 659]","[22850000, 22900000, 22950000, 23000000, 23050000]","[147, 284, 378, 772, 287]",50,{}
20260515 10:54:12,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[145, 351, 581, 334, 659]","[22850000, 22900000, 22950000, 23000000, 23050000]","[146, 282, 375, 772, 287]",50,{}
20260515 10:54:17,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[147, 350, 581, 334, 659]","[22850000, 22900000, 22950000, 23000000, 23050000]","[143, 282, 375, 772, 287]",50,{}
20260515 10:54:22,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[144, 352, 578, 334, 659]","[22850000, 22900000, 22950000, 23000000, 23050000]","[142, 281, 375, 773, 287]",50,{}
20260515 10:54:27,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[145, 352, 579, 333, 660]","[22850000, 22900000, 22950000, 23000000, 23050000]","[142, 281, 375, 774, 287]",50,{}
20260515 10:54:32,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[151, 352, 580, 334, 660]","[22850000, 22900000, 22950000, 23000000, 23050000]","[144, 283, 374, 774, 287]",50,{}
20260515 10:54:37,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[152, 350, 580, 334, 660]","[22850000, 22900000, 22950000, 23000000, 23050000]","[142, 283, 374, 774, 287]",50,{}
20260515 10:54:42,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[154, 350, 581, 334, 660]","[22850000, 22900000, 22950000, 23000000, 23050000]","[142, 282, 374, 773, 287]",50,{}
20260515 10:54:47,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[153, 350, 580, 335, 660]","[22850000, 22900000, 22950000, 23000000, 23050000]","[141, 283, 374, 773, 287]",50,{}
20260515 10:54:52,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[156, 350, 580, 335, 660]","[22850000, 22900000, 22950000, 23000000, 23050000]","[140, 281, 374, 773, 287]",50,{}
20260515 10:54:57,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[155, 350, 580, 335, 660]","[22850000, 22900000, 22950000, 23000000, 23050000]","[139, 282, 374, 776, 287]",50,{}
20260515 10:55:02,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[161, 348, 578, 334, 659]","[22850000, 22900000, 22950000, 23000000, 23050000]","[146, 281, 375, 776, 286]",50,{}
20260515 10:55:07,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[160, 348, 578, 334, 659]","[22850000, 22900000, 22950000, 23000000, 23050000]","[147, 279, 376, 777, 286]",50,{}
20260515 10:55:12,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[162, 348, 578, 334, 659]","[22850000, 22900000, 22950000, 23000000, 23050000]","[147, 289, 376, 776, 286]",50,{}
20260515 10:55:17,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[161, 348, 577, 334, 659]","[22850000, 22900000, 22950000, 23000000, 23050000]","[144, 282, 376, 776, 286]",50,{}
20260515 10:55:22,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[161, 350, 576, 334, 658]","[22850000, 22900000, 22950000, 23000000, 23050000]","[142, 283, 376, 775, 286]",50,{}
20260515 10:55:27,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[159, 350, 573, 335, 658]","[22850000, 22900000, 22950000, 23000000, 23050000]","[148, 284, 377, 776, 286]",50,{}
20260515 10:55:32,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[158, 350, 575, 335, 659]","[22850000, 22900000, 22950000, 23000000, 23050000]","[140, 282, 377, 775, 286]",50,{}
20260515 10:55:37,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[159, 350, 575, 335, 659]","[22850000, 22900000, 22950000, 23000000, 23050000]","[140, 282, 378, 775, 286]",50,{}
20260515 10:55:42,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[160, 351, 577, 335, 659]","[22850000, 22900000, 22950000, 23000000, 23050000]","[141, 284, 379, 775, 286]",50,{}
20260515 10:55:47,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[161, 351, 577, 335, 659]","[22850000, 22900000, 22950000, 23000000, 23050000]","[141, 284, 379, 775, 286]",50,{}
20260515 10:55:52,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[161, 351, 578, 335, 659]","[22850000, 22900000, 22950000, 23000000, 23050000]","[142, 283, 379, 776, 287]",50,{}
20260515 10:55:57,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[161, 350, 578, 335, 659]","[22850000, 22900000, 22950000, 23000000, 23050000]","[149, 282, 379, 776, 287]",50,{}
20260515 10:56:02,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[165, 349, 581, 335, 659]","[22850000, 22900000, 22950000, 23000000, 23050000]","[149, 282, 379, 782, 287]",50,{}
20260515 10:56:07,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[167, 349, 581, 335, 660]","[22850000, 22900000, 22950000, 23000000, 23050000]","[148, 289, 379, 782, 288]",50,{}
20260515 10:56:12,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[168, 351, 582, 335, 660]","[22850000, 22900000, 22950000, 23000000, 23050000]","[150, 292, 379, 782, 288]",50,{}
20260515 10:56:17,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[155, 300, 556, 335, 640]","[22850000, 22900000, 22950000, 23000000, 23050000]","[196, 291, 379, 782, 288]",50,{}
20260515 10:56:22,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[157, 353, 555, 334, 660]","[22850000, 22900000, 22950000, 23000000, 23050000]","[150, 292, 379, 782, 289]",50,{}
20260515 10:56:27,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[157, 352, 558, 334, 660]","[22850000, 22900000, 22950000, 23000000, 23050000]","[150, 292, 379, 782, 289]",50,{}
20260515 10:56:32,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[157, 352, 558, 334, 661]","[22850000, 22900000, 22950000, 23000000, 23050000]","[163, 292, 380, 782, 289]",50,{}
20260515 10:56:37,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[155, 354, 558, 334, 661]","[22850000, 22900000, 22950000, 23000000, 23050000]","[164, 292, 380, 782, 287]",50,{}
20260515 10:56:42,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[153, 359, 556, 334, 662]","[22850000, 22900000, 22950000, 23000000, 23050000]","[163, 291, 380, 782, 287]",50,{}
20260515 10:56:47,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[153, 359, 567, 334, 662]","[22850000, 22900000, 22950000, 23000000, 23050000]","[161, 293, 380, 781, 287]",50,{}
20260515 10:56:52,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[159, 359, 557, 334, 662]","[22850000, 22900000, 22950000, 23000000, 23050000]","[161, 286, 380, 780, 287]",50,{}
20260515 10:56:57,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[161, 358, 557, 334, 662]","[22850000, 22900000, 22950000, 23000000, 23050000]","[161, 299, 380, 780, 289]",50,{}
20260515 10:57:02,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[167, 361, 555, 334, 662]","[22850000, 22900000, 22950000, 23000000, 23050000]","[160, 298, 380, 778, 288]",50,{}
20260515 10:57:07,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[167, 373, 553, 334, 662]","[22850000, 22900000, 22950000, 23000000, 23050000]","[161, 290, 383, 778, 289]",50,{}
20260515 10:57:12,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[161, 373, 553, 334, 662]","[22850000, 22900000, 22950000, 23000000, 23050000]","[161, 298, 395, 778, 289]",50,{}
20260515 10:57:17,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[163, 373, 563, 334, 662]","[22850000, 22900000, 22950000, 23000000, 23050000]","[162, 297, 393, 778, 289]",50,{}
20260515 10:57:22,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[163, 373, 563, 334, 662]","[22850000, 22900000, 22950000, 23000000, 23050000]","[164, 297, 390, 778, 289]",50,{}
20260515 10:57:27,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[162, 373, 563, 334, 662]","[22850000, 22900000, 22950000, 23000000, 23050000]","[163, 297, 390, 778, 289]",50,{}
20260515 10:57:32,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[162, 374, 561, 334, 662]","[22850000, 22900000, 22950000, 23000000, 23050000]","[163, 297, 390, 778, 289]",50,{}
20260515 10:57:37,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[170, 371, 561, 334, 662]","[22850000, 22900000, 22950000, 23000000, 23050000]","[164, 298, 390, 778, 289]",50,{}
20260515 10:57:42,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[169, 371, 561, 334, 662]","[22850000, 22900000, 22950000, 23000000, 23050000]","[163, 291, 390, 778, 289]",50,{}
20260515 10:57:47,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[168, 371, 571, 335, 663]","[22850000, 22900000, 22950000, 23000000, 23050000]","[164, 290, 390, 778, 289]",50,{}
20260515 10:57:52,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[176, 372, 567, 335, 663]","[22850000, 22900000, 22950000, 23000000, 23050000]","[164, 296, 390, 777, 290]",50,{}
20260515 10:57:58,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[178, 370, 567, 335, 662]","[22850000, 22900000, 22950000, 23000000, 23050000]","[164, 296, 390, 777, 290]",50,{}
20260515 10:58:03,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[180, 368, 547, 335, 662]","[22850000, 22900000, 22950000, 23000000, 23050000]","[211, 296, 390, 779, 290]",50,{}
20260515 10:58:08,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[183, 368, 547, 335, 662]","[22850000, 22900000, 22950000, 23000000, 23050000]","[213, 295, 389, 779, 290]",50,{}
20260515 10:58:13,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[183, 369, 547, 335, 662]","[22850000, 22900000, 22950000, 23000000, 23050000]","[221, 288, 389, 780, 290]",50,{}
20260515 10:58:18,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[183, 369, 547, 335, 662]","[22850000, 22900000, 22950000, 23000000, 23050000]","[172, 295, 389, 780, 290]",50,{}
20260515 10:58:23,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[183, 369, 547, 335, 662]","[22850000, 22900000, 22950000, 23000000, 23050000]","[219, 295, 389, 780, 290]",50,{}
20260515 10:58:28,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[189, 369, 548, 335, 662]","[22850000, 22900000, 22950000, 23000000, 23050000]","[219, 297, 390, 780, 290]",50,{}
20260515 10:58:33,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[188, 370, 547, 335, 671]","[22850000, 22900000, 22950000, 23000000, 23050000]","[219, 292, 390, 780, 290]",50,{}
20260515 10:58:38,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[188, 370, 547, 335, 671]","[22850000, 22900000, 22950000, 23000000, 23050000]","[174, 291, 390, 780, 290]",50,{}
20260515 10:58:43,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[186, 370, 548, 335, 671]","[22850000, 22900000, 22950000, 23000000, 23050000]","[173, 290, 390, 780, 295]",50,{}
20260515 10:58:48,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[186, 370, 548, 335, 671]","[22850000, 22900000, 22950000, 23000000, 23050000]","[172, 291, 390, 780, 295]",50,{}
20260515 10:58:53,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[191, 371, 549, 335, 671]","[22850000, 22900000, 22950000, 23000000, 23050000]","[174, 292, 390, 779, 295]",50,{}
20260515 10:58:58,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[203, 371, 549, 335, 671]","[22850000, 22900000, 22950000, 23000000, 23050000]","[169, 294, 389, 784, 295]",50,{}
20260515 10:59:03,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[203, 371, 548, 335, 671]","[22850000, 22900000, 22950000, 23000000, 23050000]","[169, 293, 389, 784, 296]",50,{}
20260515 10:59:08,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[192, 371, 548, 335, 671]","[22850000, 22900000, 22950000, 23000000, 23050000]","[170, 294, 389, 784, 296]",50,{}
20260515 10:59:13,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[192, 371, 547, 335, 676]","[22850000, 22900000, 22950000, 23000000, 23050000]","[170, 301, 389, 786, 296]",50,{}
20260515 10:59:18,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[193, 372, 558, 335, 676]","[22850000, 22900000, 22950000, 23000000, 23050000]","[168, 301, 389, 786, 296]",50,{}
20260515 10:59:23,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[193, 372, 558, 335, 676]","[22850000, 22900000, 22950000, 23000000, 23050000]","[169, 300, 390, 785, 296]",50,{}
20260515 10:59:28,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[202, 368, 558, 335, 676]","[22850000, 22900000, 22950000, 23000000, 23050000]","[168, 299, 389, 785, 296]",50,{}
20260515 10:59:33,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[211, 367, 557, 335, 676]","[22850000, 22900000, 22950000, 23000000, 23050000]","[167, 291, 388, 785, 296]",50,{}
20260515 10:59:38,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[211, 368, 557, 334, 677]","[22850000, 22900000, 22950000, 23000000, 23050000]","[163, 295, 389, 786, 296]",50,{}
20260515 10:59:43,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[211, 368, 557, 334, 677]","[22850000, 22900000, 22950000, 23000000, 23050000]","[163, 295, 388, 786, 296]",50,{}
20260515 10:59:48,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[211, 368, 568, 334, 677]","[22850000, 22900000, 22950000, 23000000, 23050000]","[162, 296, 389, 786, 296]",50,{}
20260515 10:59:53,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[215, 369, 567, 334, 678]","[22850000, 22900000, 22950000, 23000000, 23050000]","[161, 295, 388, 787, 296]",50,{}
20260515 10:59:58,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[216, 369, 567, 334, 678]","[22850000, 22900000, 22950000, 23000000, 23050000]","[160, 297, 388, 786, 296]",50,{}
20260515 11:00:03,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[216, 368, 566, 334, 678]","[22850000, 22900000, 22950000, 23000000, 23050000]","[159, 296, 389, 785, 295]",50,{}
20260515 11:00:08,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[217, 365, 566, 334, 678]","[22850000, 22900000, 22950000, 23000000, 23050000]","[158, 297, 389, 784, 295]",50,{}
20260515 11:00:13,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[221, 365, 567, 333, 678]","[22850000, 22900000, 22950000, 23000000, 23050000]","[157, 297, 399, 784, 295]",50,{}
20260515 11:00:18,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[221, 365, 573, 333, 678]","[22850000, 22900000, 22950000, 23000000, 23050000]","[152, 295, 399, 784, 295]",50,{}
20260515 11:00:23,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[221, 365, 573, 333, 675]","[22850000, 22900000, 22950000, 23000000, 23050000]","[153, 294, 399, 784, 295]",50,{}
20260515 11:00:28,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[227, 366, 570, 333, 675]","[22850000, 22900000, 22950000, 23000000, 23050000]","[153, 296, 399, 785, 294]",50,{}
20260515 11:00:33,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[227, 366, 570, 333, 675]","[22850000, 22900000, 22950000, 23000000, 23050000]","[153, 298, 399, 785, 294]",50,{}
20260515 11:00:38,2330,,,,,,,,0,,,0,0,"[22800000, 22750000, 22700000, 22650000, 22600000]","[225, 366, 570, 334, 675]","[22850000, 22900000, 22950000, 23000000, 23050000]","[151, 299, 399, 786, 294]",50,{}
